"# Channel 1"
"# Trace 2"
Frequency, Formatted Data, Formatted Data
+2.11100000000E+004, -8.97859242054E+001, +0.00000000000E+000
+2.11175000000E+004, -8.98265229346E+001, +0.00000000000E+000
+2.11250000000E+004, -8.98188025200E+001, +0.00000000000E+000
+2.11325000000E+004, -8.98134772870E+001, +0.00000000000E+000
+2.11400000000E+004, -8.98133722743E+001, +0.00000000000E+000
+2.11475000000E+004, -8.98186573829E+001, +0.00000000000E+000
+2.11550000000E+004, -8.98097042923E+001, +0.00000000000E+000
+2.11625000000E+004, -8.98219890923E+001, +0.00000000000E+000
+2.11700000000E+004, -8.98166637029E+001, +0.00000000000E+000
+2.11775000000E+004, -8.98241551642E+001, +0.00000000000E+000
+2.11850000000E+004, -8.98238687626E+001, +0.00000000000E+000
+2.11925000000E+004, -8.98206505848E+001, +0.00000000000E+000
+2.12000000000E+004, -8.98289634327E+001, +0.00000000000E+000
+2.12075000000E+004, -8.98181221221E+001, +0.00000000000E+000
+2.12150000000E+004, -8.97799072244E+001, +0.00000000000E+000
+2.12225000000E+004, -8.98231642907E+001, +0.00000000000E+000
+2.12300000000E+004, -8.98057510641E+001, +0.00000000000E+000
+2.12375000000E+004, -8.98004330218E+001, +0.00000000000E+000
+2.12450000000E+004, -8.98168311509E+001, +0.00000000000E+000
+2.12525000000E+004, -8.97853630527E+001, +0.00000000000E+000
+2.12600000000E+004, -8.97946751389E+001, +0.00000000000E+000
+2.12675000000E+004, -8.98182107222E+001, +0.00000000000E+000
+2.12750000000E+004, -8.97956765182E+001, +0.00000000000E+000
+2.12825000000E+004, -8.98105148566E+001, +0.00000000000E+000
+2.12900000000E+004, -8.97826652576E+001, +0.00000000000E+000
+2.12975000000E+004, -8.98284652546E+001, +0.00000000000E+000
+2.13050000000E+004, -8.97752533330E+001, +0.00000000000E+000
+2.13125000000E+004, -8.97857788090E+001, +0.00000000000E+000
+2.13200000000E+004, -8.98217201342E+001, +0.00000000000E+000
+2.13275000000E+004, -8.98211220086E+001, +0.00000000000E+000
+2.13350000000E+004, -8.98192813025E+001, +0.00000000000E+000
+2.13425000000E+004, -8.98000294764E+001, +0.00000000000E+000
+2.13500000000E+004, -8.97982328826E+001, +0.00000000000E+000
+2.13575000000E+004, -8.97950849847E+001, +0.00000000000E+000
+2.13650000000E+004, -8.98138600086E+001, +0.00000000000E+000
+2.13725000000E+004, -8.97959109059E+001, +0.00000000000E+000
+2.13800000000E+004, -8.97966043287E+001, +0.00000000000E+000
+2.13875000000E+004, -8.97987855923E+001, +0.00000000000E+000
+2.13950000000E+004, -8.97954918721E+001, +0.00000000000E+000
+2.14025000000E+004, -8.97961016936E+001, +0.00000000000E+000
+2.14100000000E+004, -8.97950784703E+001, +0.00000000000E+000
+2.14175000000E+004, -8.98165693130E+001, +0.00000000000E+000
+2.14250000000E+004, -8.98295163190E+001, +0.00000000000E+000
+2.14325000000E+004, -8.97732691408E+001, +0.00000000000E+000
+2.14400000000E+004, -8.98170548539E+001, +0.00000000000E+000
+2.14475000000E+004, -8.97738845016E+001, +0.00000000000E+000
+2.14550000000E+004, -8.97751023637E+001, +0.00000000000E+000
+2.14625000000E+004, -8.97861462914E+001, +0.00000000000E+000
+2.14700000000E+004, -8.97884542339E+001, +0.00000000000E+000
+2.14775000000E+004, -8.98109041061E+001, +0.00000000000E+000
+2.14850000000E+004, -8.97668118136E+001, +0.00000000000E+000
+2.14925000000E+004, -8.97705030407E+001, +0.00000000000E+000
+2.15000000000E+004, -8.97920836311E+001, +0.00000000000E+000
+2.15075000000E+004, -8.97814194857E+001, +0.00000000000E+000
+2.15150000000E+004, -8.98001040557E+001, +0.00000000000E+000
+2.15225000000E+004, -8.97755746815E+001, +0.00000000000E+000
+2.15300000000E+004, -8.97939941067E+001, +0.00000000000E+000
+2.15375000000E+004, -8.97543105299E+001, +0.00000000000E+000
+2.15450000000E+004, -8.98121597078E+001, +0.00000000000E+000
+2.15525000000E+004, -8.98133397918E+001, +0.00000000000E+000
+2.15600000000E+004, -8.98103045260E+001, +0.00000000000E+000
+2.15675000000E+004, -8.97959415192E+001, +0.00000000000E+000
+2.15750000000E+004, -8.97800011123E+001, +0.00000000000E+000
+2.15825000000E+004, -8.97724938279E+001, +0.00000000000E+000
+2.15900000000E+004, -8.97921354594E+001, +0.00000000000E+000
+2.15975000000E+004, -8.98094783910E+001, +0.00000000000E+000
+2.16050000000E+004, -8.97582885588E+001, +0.00000000000E+000
+2.16125000000E+004, -8.97882832705E+001, +0.00000000000E+000
+2.16200000000E+004, -8.97863202383E+001, +0.00000000000E+000
+2.16275000000E+004, -8.97749531164E+001, +0.00000000000E+000
+2.16350000000E+004, -8.97855119518E+001, +0.00000000000E+000
+2.16425000000E+004, -8.97723217861E+001, +0.00000000000E+000
+2.16500000000E+004, -8.97810159770E+001, +0.00000000000E+000
+2.16575000000E+004, -8.97647145398E+001, +0.00000000000E+000
+2.16650000000E+004, -8.97672791552E+001, +0.00000000000E+000
+2.16725000000E+004, -8.97850340946E+001, +0.00000000000E+000
+2.16800000000E+004, -8.97736353535E+001, +0.00000000000E+000
+2.16875000000E+004, -8.97492067985E+001, +0.00000000000E+000
+2.16950000000E+004, -8.97668588203E+001, +0.00000000000E+000
+2.17025000000E+004, -8.97730753570E+001, +0.00000000000E+000
+2.17100000000E+004, -8.97534136101E+001, +0.00000000000E+000
+2.17175000000E+004, -8.97587912311E+001, +0.00000000000E+000
+2.17250000000E+004, -8.97560294703E+001, +0.00000000000E+000
+2.17325000000E+004, -8.97691002818E+001, +0.00000000000E+000
+2.17400000000E+004, -8.97653977392E+001, +0.00000000000E+000
+2.17475000000E+004, -8.97630229176E+001, +0.00000000000E+000
+2.17550000000E+004, -8.97739103612E+001, +0.00000000000E+000
+2.17625000000E+004, -8.97495593078E+001, +0.00000000000E+000
+2.17700000000E+004, -8.97452049433E+001, +0.00000000000E+000
+2.17775000000E+004, -8.97407805007E+001, +0.00000000000E+000
+2.17850000000E+004, -8.97726013146E+001, +0.00000000000E+000
+2.17925000000E+004, -8.97744376198E+001, +0.00000000000E+000
+2.18000000000E+004, -8.97880833136E+001, +0.00000000000E+000
+2.18075000000E+004, -8.97502917891E+001, +0.00000000000E+000
+2.18150000000E+004, -8.97751896898E+001, +0.00000000000E+000
+2.18225000000E+004, -8.97457837526E+001, +0.00000000000E+000
+2.18300000000E+004, -8.97532126494E+001, +0.00000000000E+000
+2.18375000000E+004, -8.97574976826E+001, +0.00000000000E+000
+2.18450000000E+004, -8.97697993305E+001, +0.00000000000E+000
+2.18525000000E+004, -8.97837334110E+001, +0.00000000000E+000
+2.18600000000E+004, -8.97358774307E+001, +0.00000000000E+000
+2.18675000000E+004, -8.97107953978E+001, +0.00000000000E+000
+2.18750000000E+004, -8.97599764827E+001, +0.00000000000E+000
+2.18825000000E+004, -8.97334834825E+001, +0.00000000000E+000
+2.18900000000E+004, -8.97347054916E+001, +0.00000000000E+000
+2.18975000000E+004, -8.97754287019E+001, +0.00000000000E+000
+2.19050000000E+004, -8.97328865853E+001, +0.00000000000E+000
+2.19125000000E+004, -8.97604699701E+001, +0.00000000000E+000
+2.19200000000E+004, -8.97415922857E+001, +0.00000000000E+000
+2.19275000000E+004, -8.97274955702E+001, +0.00000000000E+000
+2.19350000000E+004, -8.97284642972E+001, +0.00000000000E+000
+2.19425000000E+004, -8.97206998692E+001, +0.00000000000E+000
+2.19500000000E+004, -8.97172610076E+001, +0.00000000000E+000
+2.19575000000E+004, -8.97462276279E+001, +0.00000000000E+000
+2.19650000000E+004, -8.97245156054E+001, +0.00000000000E+000
+2.19725000000E+004, -8.97287731044E+001, +0.00000000000E+000
+2.19800000000E+004, -8.97146917796E+001, +0.00000000000E+000
+2.19875000000E+004, -8.97052271536E+001, +0.00000000000E+000
+2.19950000000E+004, -8.97330663494E+001, +0.00000000000E+000
+2.20025000000E+004, -8.97112425354E+001, +0.00000000000E+000
+2.20100000000E+004, -8.97130038790E+001, +0.00000000000E+000
+2.20175000000E+004, -8.97057632508E+001, +0.00000000000E+000
+2.20250000000E+004, -8.96998887668E+001, +0.00000000000E+000
+2.20325000000E+004, -8.96864025444E+001, +0.00000000000E+000
+2.20400000000E+004, -8.97072463466E+001, +0.00000000000E+000
+2.20475000000E+004, -8.97138734178E+001, +0.00000000000E+000
+2.20550000000E+004, -8.96925329809E+001, +0.00000000000E+000
+2.20625000000E+004, -8.96752007959E+001, +0.00000000000E+000
+2.20700000000E+004, -8.96624394386E+001, +0.00000000000E+000
+2.20775000000E+004, -8.96623139799E+001, +0.00000000000E+000
+2.20850000000E+004, -8.96520095380E+001, +0.00000000000E+000
+2.20925000000E+004, -8.95841353843E+001, +0.00000000000E+000
+2.21000000000E+004, -8.95741536641E+001, +0.00000000000E+000
+2.21075000000E+004, -8.95419974410E+001, +0.00000000000E+000
+2.21150000000E+004, -8.95205591593E+001, +0.00000000000E+000
+2.21225000000E+004, -8.94757100978E+001, +0.00000000000E+000
+2.21300000000E+004, -8.94564410073E+001, +0.00000000000E+000
+2.21375000000E+004, -8.93770953135E+001, +0.00000000000E+000
+2.21450000000E+004, -8.92779961461E+001, +0.00000000000E+000
+2.21525000000E+004, -8.91537321832E+001, +0.00000000000E+000
+2.21600000000E+004, -8.90036745937E+001, +0.00000000000E+000
+2.21675000000E+004, -8.87444222132E+001, +0.00000000000E+000
+2.21750000000E+004, -8.83484255602E+001, +0.00000000000E+000
+2.21825000000E+004, -8.78304029440E+001, +0.00000000000E+000
+2.21900000000E+004, -8.70501724016E+001, +0.00000000000E+000
+2.21975000000E+004, -8.62185364504E+001, +0.00000000000E+000
+2.22050000000E+004, -8.55563929820E+001, +0.00000000000E+000
+2.22125000000E+004, -8.55914516274E+001, +0.00000000000E+000
+2.22200000000E+004, -8.67620375635E+001, +0.00000000000E+000
+2.22275000000E+004, -8.82979172505E+001, +0.00000000000E+000
+2.22350000000E+004, -8.89805131590E+001, +0.00000000000E+000
+2.22425000000E+004, -8.91018696810E+001, +0.00000000000E+000
+2.22500000000E+004, -8.92749052889E+001, +0.00000000000E+000
+2.22575000000E+004, -8.93718542461E+001, +0.00000000000E+000
+2.22650000000E+004, -8.94222256336E+001, +0.00000000000E+000
+2.22725000000E+004, -8.94804333107E+001, +0.00000000000E+000
+2.22800000000E+004, -8.95233096702E+001, +0.00000000000E+000
+2.22875000000E+004, -8.95716194442E+001, +0.00000000000E+000
+2.22950000000E+004, -8.95696851993E+001, +0.00000000000E+000
+2.23025000000E+004, -8.95942534044E+001, +0.00000000000E+000
+2.23100000000E+004, -8.95790739665E+001, +0.00000000000E+000
+2.23175000000E+004, -8.96125290179E+001, +0.00000000000E+000
+2.23250000000E+004, -8.96266273175E+001, +0.00000000000E+000
+2.23325000000E+004, -8.96482006351E+001, +0.00000000000E+000
+2.23400000000E+004, -8.96218539407E+001, +0.00000000000E+000
+2.23475000000E+004, -8.96222995015E+001, +0.00000000000E+000
+2.23550000000E+004, -8.96325128025E+001, +0.00000000000E+000
+2.23625000000E+004, -8.96431496489E+001, +0.00000000000E+000
+2.23700000000E+004, -8.96545097687E+001, +0.00000000000E+000
+2.23775000000E+004, -8.96481828506E+001, +0.00000000000E+000
+2.23850000000E+004, -8.96452321067E+001, +0.00000000000E+000
+2.23925000000E+004, -8.96388708576E+001, +0.00000000000E+000
+2.24000000000E+004, -8.96452252566E+001, +0.00000000000E+000
+2.24075000000E+004, -8.96497268242E+001, +0.00000000000E+000
+2.24150000000E+004, -8.96495025476E+001, +0.00000000000E+000
+2.24225000000E+004, -8.96485071817E+001, +0.00000000000E+000
+2.24300000000E+004, -8.96258041192E+001, +0.00000000000E+000
+2.24375000000E+004, -8.96412090936E+001, +0.00000000000E+000
+2.24450000000E+004, -8.96360715042E+001, +0.00000000000E+000
+2.24525000000E+004, -8.96562794910E+001, +0.00000000000E+000
+2.24600000000E+004, -8.96359871813E+001, +0.00000000000E+000
+2.24675000000E+004, -8.96403302464E+001, +0.00000000000E+000
+2.24750000000E+004, -8.96630157157E+001, +0.00000000000E+000
+2.24825000000E+004, -8.96297208085E+001, +0.00000000000E+000
+2.24900000000E+004, -8.96399089047E+001, +0.00000000000E+000
+2.24975000000E+004, -8.96398121999E+001, +0.00000000000E+000
+2.25050000000E+004, -8.96421843249E+001, +0.00000000000E+000
+2.25125000000E+004, -8.96186097578E+001, +0.00000000000E+000
+2.25200000000E+004, -8.96413494555E+001, +0.00000000000E+000
+2.25275000000E+004, -8.96076038523E+001, +0.00000000000E+000
+2.25350000000E+004, -8.96481628583E+001, +0.00000000000E+000
+2.25425000000E+004, -8.96165394919E+001, +0.00000000000E+000
+2.25500000000E+004, -8.96294084269E+001, +0.00000000000E+000
+2.25575000000E+004, -8.96252595289E+001, +0.00000000000E+000
+2.25650000000E+004, -8.96201757002E+001, +0.00000000000E+000
+2.25725000000E+004, -8.96126178508E+001, +0.00000000000E+000
+2.25800000000E+004, -8.96185217413E+001, +0.00000000000E+000
+2.25875000000E+004, -8.96256928076E+001, +0.00000000000E+000
+2.25950000000E+004, -8.96219206993E+001, +0.00000000000E+000
+2.26025000000E+004, -8.96169965528E+001, +0.00000000000E+000
+2.26100000000E+004, -8.96061905559E+001, +0.00000000000E+000
+2.26175000000E+004, -8.96154487816E+001, +0.00000000000E+000
+2.26250000000E+004, -8.96109634062E+001, +0.00000000000E+000
+2.26325000000E+004, -8.95911367673E+001, +0.00000000000E+000
+2.26400000000E+004, -8.95939855748E+001, +0.00000000000E+000
+2.26475000000E+004, -8.96032221119E+001, +0.00000000000E+000
+2.26550000000E+004, -8.95887040432E+001, +0.00000000000E+000
+2.26625000000E+004, -8.95964198322E+001, +0.00000000000E+000
+2.26700000000E+004, -8.96047446034E+001, +0.00000000000E+000
+2.26775000000E+004, -8.96153572319E+001, +0.00000000000E+000
+2.26850000000E+004, -8.96023679829E+001, +0.00000000000E+000
+2.26925000000E+004, -8.95870952539E+001, +0.00000000000E+000
+2.27000000000E+004, -8.95802062119E+001, +0.00000000000E+000
+2.27075000000E+004, -8.95995799455E+001, +0.00000000000E+000
+2.27150000000E+004, -8.95722637988E+001, +0.00000000000E+000
+2.27225000000E+004, -8.95586885410E+001, +0.00000000000E+000
+2.27300000000E+004, -8.95646947281E+001, +0.00000000000E+000
+2.27375000000E+004, -8.95392080890E+001, +0.00000000000E+000
+2.27450000000E+004, -8.95585562803E+001, +0.00000000000E+000
+2.27525000000E+004, -8.95425219494E+001, +0.00000000000E+000
+2.27600000000E+004, -8.95428276938E+001, +0.00000000000E+000
+2.27675000000E+004, -8.95359734022E+001, +0.00000000000E+000
+2.27750000000E+004, -8.95331054819E+001, +0.00000000000E+000
+2.27825000000E+004, -8.95289174206E+001, +0.00000000000E+000
+2.27900000000E+004, -8.95083568812E+001, +0.00000000000E+000
+2.27975000000E+004, -8.95450356391E+001, +0.00000000000E+000
+2.28050000000E+004, -8.95213288098E+001, +0.00000000000E+000
+2.28125000000E+004, -8.94926267076E+001, +0.00000000000E+000
+2.28200000000E+004, -8.94999384996E+001, +0.00000000000E+000
+2.28275000000E+004, -8.94911535229E+001, +0.00000000000E+000
+2.28350000000E+004, -8.95249149593E+001, +0.00000000000E+000
+2.28425000000E+004, -8.94881185608E+001, +0.00000000000E+000
+2.28500000000E+004, -8.94878201002E+001, +0.00000000000E+000
+2.28575000000E+004, -8.95033765074E+001, +0.00000000000E+000
+2.28650000000E+004, -8.94859587183E+001, +0.00000000000E+000
+2.28725000000E+004, -8.95012021420E+001, +0.00000000000E+000
+2.28800000000E+004, -8.94784699468E+001, +0.00000000000E+000
+2.28875000000E+004, -8.94737772426E+001, +0.00000000000E+000
+2.28950000000E+004, -8.94740883141E+001, +0.00000000000E+000
+2.29025000000E+004, -8.94728149087E+001, +0.00000000000E+000
+2.29100000000E+004, -8.94645475014E+001, +0.00000000000E+000
+2.29175000000E+004, -8.94599967464E+001, +0.00000000000E+000
+2.29250000000E+004, -8.94573171864E+001, +0.00000000000E+000
+2.29325000000E+004, -8.94369118619E+001, +0.00000000000E+000
+2.29400000000E+004, -8.94050017890E+001, +0.00000000000E+000
+2.29475000000E+004, -8.94150704015E+001, +0.00000000000E+000
+2.29550000000E+004, -8.94111575575E+001, +0.00000000000E+000
+2.29625000000E+004, -8.93937711603E+001, +0.00000000000E+000
+2.29700000000E+004, -8.94027990192E+001, +0.00000000000E+000
+2.29775000000E+004, -8.93933727583E+001, +0.00000000000E+000
+2.29850000000E+004, -8.93811198312E+001, +0.00000000000E+000
+2.29925000000E+004, -8.93804927564E+001, +0.00000000000E+000
+2.30000000000E+004, -8.93673074691E+001, +0.00000000000E+000
+2.30075000000E+004, -8.93488058011E+001, +0.00000000000E+000
+2.30150000000E+004, -8.93635906531E+001, +0.00000000000E+000
+2.30225000000E+004, -8.93487942062E+001, +0.00000000000E+000
+2.30300000000E+004, -8.93339770193E+001, +0.00000000000E+000
+2.30375000000E+004, -8.93363616154E+001, +0.00000000000E+000
+2.30450000000E+004, -8.93313882913E+001, +0.00000000000E+000
+2.30525000000E+004, -8.93179772532E+001, +0.00000000000E+000
+2.30600000000E+004, -8.93047914554E+001, +0.00000000000E+000
+2.30675000000E+004, -8.92967004203E+001, +0.00000000000E+000
+2.30750000000E+004, -8.92729150339E+001, +0.00000000000E+000
+2.30825000000E+004, -8.92778824508E+001, +0.00000000000E+000
+2.30900000000E+004, -8.92729800574E+001, +0.00000000000E+000
+2.30975000000E+004, -8.92635537374E+001, +0.00000000000E+000
+2.31050000000E+004, -8.92402153992E+001, +0.00000000000E+000
+2.31125000000E+004, -8.92390573053E+001, +0.00000000000E+000
+2.31200000000E+004, -8.92238880426E+001, +0.00000000000E+000
+2.31275000000E+004, -8.92034947190E+001, +0.00000000000E+000
